gene_name	gene_claim_name	entrez_id	interaction_claim_source	interaction_types	drug_claim_name	drug_claim_primary_name	drug_name	drug_concept_id	interaction_group_score	PMIDs
TP73	TP73	7161	NCI		ANTIOXIDANT	ANTIOXIDANT				12023887
HTR2A	P28223	3356	TEND		CYCLOBENZAPRINE	CYCLOBENZAPRINE	CYCLOBENZAPRINE	chembl:CHEMBL669	0.52	
MPI	MPI	4351	DTC		GNF-PF-5134	GNF-PF-5134	CHEMBL602969	chembl:CHEMBL602969	0.48	
ABCG2	ABCG2	9429	NCI		FLAVOPIRIDOL	FLAVOPIRIDOL	ALVOCIDIB	chembl:CHEMBL428690	0.11	11205902
NTRK1	Tropomyosin-related kinase A	4914	TTD		Pyrido[3,2-d]pyrimidine derivative 2	Pyrido[3,2-d]pyrimidine derivative 2				
IL1R2	P27930	7850	TEND		ANAKINRA	ANAKINRA	ANAKINRA	chembl:CHEMBL1201570	7.96	
PPARD	PPARD	5467	DTC		CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	CHLORPROMAZINE HYDROCHLORIDE	chembl:CHEMBL1713	0.03	
BHLHE40	BHLHB2	8553	NCI		TRICHOSTATIN A	TRICHOSTATIN A				10737769
SCN2A	NAC2	6326	ChemblInteractions	blocker	CHEMBL1200715	HEXYLCAINE HYDROCHLORIDE	HEXYLCAINE HYDROCHLORIDE	chembl:CHEMBL1200715	0.11	
HDAC11	HDAC11	79885	DTC		HINOKITIOL	HINOKITIOL	HINOKITIOL	chembl:CHEMBL48310	0.14	
PIK3R1	PIK3R1	5295	MyCancerGenomeClinicalTrial	inhibitor	BUPARLISIB HYDROCHLORIDE	BUPARLISIB HYDROCHLORIDE				
ESR2	ESR2	2100	PharmGKB		trastuzumab	trastuzumab	TRASTUZUMAB	chembl:CHEMBL1201585	0.04	
MYCN	MYCN	4613	CIViC		ARSENIC TRIOXIDE	ARSENIC TRIOXIDE				23291299
ADORA2A	Adenosine A2a receptor	135	TTD		V81444	V81444				
MAP3K20	ZAK	51776	DTC		SP-600125	SP-600125	SP-600125	chembl:CHEMBL1725279	0.04	
IL1B	IL1B	3553	NCI		CHINESE HERBS	CHINESE HERBS				8871284
MAOA	MAOA	4128	DTC		8-{[(4-BROMOPHENYL)METHYL]SULFANYL}CAFFEINE	8-{[(4-BROMOPHENYL)METHYL]SULFANYL}CAFFEINE	CHEMBL1927670	chembl:CHEMBL1927670	2.19	22055712
CHRNB2	CHRNB2	1141	ChemblInteractions	partial agonist	CHEMBL3707250	CP-601927	CP-601927	chembl:CHEMBL3707250	1.33	
GRIA2	P42262	2891	TEND		BUTALBITAL	BUTALBITAL	BUTALBITAL	chembl:CHEMBL454	0.39	
TUBB2A	TUBB2	7280	ChemblInteractions	inhibitor	CHEMBL1683544	ERIBULIN MESYLATE	ERIBULIN MESYLATE	chembl:CHEMBL1683544	0.1	
KAT2A	KAT2A	2648	DTC		KAINIC ACID	KAINIC ACID	KAINIC ACID	chembl:CHEMBL275040	0.13	
NOS1AP	NOS1AP	9722	PharmGKB		verapamil	verapamil	VERAPAMIL	chembl:CHEMBL6966	0.64	19247217
PKM	PKM	5315	DTC		CIS-RESVERATROL	CIS-RESVERATROL	CIS-RESVERATROL	chembl:CHEMBL87333	0.26	
AKT1	AKT1	207	DTC		GEDATOLISIB	GEDATOLISIB	GEDATOLISIB	chembl:CHEMBL592445	0.06	20166697
MGMT	MGMT	4255	NCI		NITROSOUREAS	NITROSOUREAS				9393761
PSMB2	PSMB2	5690	DTC		CARFILZOMIB	CARFILZOMIB	CARFILZOMIB	chembl:CHEMBL451887	0.84	24524217
TP53	TP53	7157	JAX-CKB		Ibrutinib	Ibrutinib	IBRUTINIB	chembl:CHEMBL1873475	0.01	26563132
TOP2A	P11388	7153	TdgClinicalTrial		RTA 744	RTA 744				
VCAM1	VCAM1	7412	NCI		PMA	PMA				7678355
MCL1	MCL1	4170	DTC		ISOKAEMPFERIDE	ISOKAEMPFERIDE	ISOKAEMPFERIDE	chembl:CHEMBL165064	0.12	
CYP3A5	CYP3A5	1577	PharmGKB		modafinil	modafinil	MODAFINIL	chembl:CHEMBL1373	0.12	18695978
PTGFR	5737	5737	GuideToPharmacology	agonist	178100403	AL12180				
NR1I2	NR1I2	8856	PharmGKB		cefaclor	cefaclor	CEFACLOR	chembl:CHEMBL680	0.04	
KCNJ6	KCNJ6	3763	PharmGKB		fentanyl	fentanyl	FENTANYL	chembl:CHEMBL596	0.49	
MGLL	Monoglyceride lipase	11343	TTD		ABX-1431	ABX-1431				
DRD2	1813	1813	GuideToPharmacology	agonist	252166644	LP-12				
MET	MET	4233	CIViC		CABOZANTINIB	CABOZANTINIB	CABOZANTINIB	chembl:CHEMBL2105717	0.75	27694386,29061793,21926191
CHRM2	1129	1129	GuideToPharmacology	agonist	135650293	FURTRETHONIUM	FURTRETHONIUM	chembl:CHEMBL2110739	0.19	
KCNH2	KCNH2	3757	DTC		SJ000117451	SJ000117451	CHEMBL592123	chembl:CHEMBL592123	0.05	
HDAC3	HDAC3	8841	DTC		VORINOSTAT	VORINOSTAT	VORINOSTAT	chembl:CHEMBL98	0.59	24694055,19344175,19966789,26211462,23622981,22260166,17447750,20491440,21548582,23672185,19084294
ERBB2	ERBB2	2064	JAX-CKB		Capecitabine	Capecitabine	CAPECITABINE	chembl:CHEMBL1773	0.12	17679724,26432108,26487584,26920887
SMO	SMO	6608	JAX-CKB		SANT1	SANT1				26781311
LCK	3932	3932	GuideToPharmacology	inhibitor	384403681	ZAK INHIBITOR 6P				
PIK3C2A	PIK3C2A	5286	MyCancerGenome	inhibitor	PI-103	PI-103	PI-103	chembl:CHEMBL573339	0.21	
CSF1R	Macrophage colony-stimulating factor 1 receptor	1436	TTD		ARRY-382	ARRY-382	ARRY-382	chembl:CHEMBL3544959	3.18	
PIK3R3	PIK3R3	8503	ChemblInteractions	inhibitor	CHEMBL2017974	BUPARLISIB	BUPARLISIB	chembl:CHEMBL2017974	0.17	
MAPK1	MAPK1	5594	DTC		CHLORANIL	CHLORANIL	CHLORANIL	chembl:CHEMBL192627	0.03	
EGFR	Epidermal growth factor receptor	1956	TTD		S-222611	S-222611	S-222611	chembl:CHEMBL3545200	0.89	
CACNA1F	CACNAF1	778	ChemblInteractions	blocker	CHEMBL1200326	NICARDIPINE HYDROCHLORIDE	NICARDIPINE HYDROCHLORIDE	chembl:CHEMBL1200326	0.29	
CATSPER2	117155	117155	GuideToPharmacology	blocker	53801058	MIBEFRADIL	MIBEFRADIL	chembl:CHEMBL45816	0.94	
SOAT1	SOAT1	6646	NCI		6-HYDROXYDOPAMINE	6-HYDROXYDOPAMINE				1559138
CHRM4	1132	1132	GuideToPharmacology	allosteric modulator	135650027	BRUCINE N-OXIDE				
HSP90AB1	HSP90AB1	3326	DTC		NORDIHYDROGUAIARETIC ACID	NORDIHYDROGUAIARETIC ACID	NORDIHYDROGUAIARETIC ACID	chembl:CHEMBL52	0.05	
SERPINC1	Antithrombin-III	462	TTD		Heparin low molecular weight	Heparin low molecular weight				
RAPGEF4	RAPGEF4	11069	DTC		LOBARIC ACID	LOBARIC ACID	LOBARIC ACID	chembl:CHEMBL551842	0.09	
PSEN1	P49768	5663	TdgClinicalTrial		E2012	E2012				
PDGFRB	5159	5159	GuideToPharmacology	inhibitor	178102332	VATALANIB	VATALANIB	chembl:CHEMBL101253	0.31	
	Sodium channel unspecific		TTD		Mepivacaine	Mepivacaine	MEPIVACAINE	chembl:CHEMBL1087		
TRPC3	7222	7222	GuideToPharmacology	blocker	178101110	PYR3				
TRPV1	Transient receptor potential cation channel V1	7442	TTD		PMID25666693-Compound-26	PMID25666693-Compound-26				
CHEK2	11200	11200	GuideToPharmacology	inhibitor	178102613	ISOGRANULATIMIDE	ISOGRANULATIMIDE	chembl:CHEMBL413188	0.82	
PDE6A	PDEA	5145	ChemblInteractions	inhibitor	CHEMBL628	PENTOXIFYLLINE	PENTOXIFYLLINE	chembl:CHEMBL628	0.94	
EHMT2	EHMT2	10919	DTC		GNF-PF-1631	GNF-PF-1631	CHEMBL577222	chembl:CHEMBL577222	0.07	
GLRB	2743	2743	GuideToPharmacology	blocker	178101103	PICROTIN	PICROTIN	chembl:CHEMBL478523	1.14	
AURKA	O14965	6790	TdgClinicalTrial		ENMD-2076	ENMD-2076	ENMD-2076	chembl:CHEMBL482968	0.37	
NR1H3	Oxysterols receptor LXR-alpha	10062	TTD		US9006244, E2b	US9006244, E2b				
TDP1	TDP1	55775	DTC		AMPICILLIN TRIHYDRATE	AMPICILLIN TRIHYDRATE	AMPICILLIN TRIHYDRATE	chembl:CHEMBL453388	0.35	
PDE4B	5142	5142	GuideToPharmacology	inhibitor	178103971	IBUDILAST	IBUDILAST	chembl:CHEMBL19449	0.58	
JAK3	Janus kinase 3	3718	TTD		PMID27774822-Compound-Figure6Example3	PMID27774822-Compound-Figure6Example3				
FGFR3	FGFR3	2261	DTC		RG-1530	RG-1530	RG-1530	chembl:CHEMBL1980391	0.01	
KRAS	KRAS	3845	JAX-CKB		AZD4785	AZD4785	AZD-4785	chembl:CHEMBL4297900	1.43	28615361
HRH1	3269	3269	GuideToPharmacology	antagonist	135649956	ARIPIPRAZOLE	ARIPIPRAZOLE	chembl:CHEMBL1112	0.08	
KDM4E	KDM4E	390245	DTC		HINOKITIOL	HINOKITIOL	HINOKITIOL	chembl:CHEMBL48310	0.01	
GRIK1	2897	2897	GuideToPharmacology	agonist	178100898	[3H]SYM2081				
CYP1A2	CYP1A2	1544	DTC		SULINDAC	SULINDAC	SULINDAC	chembl:CHEMBL15770	0.01	22931300
TP53	TP53	7157	JAX-CKB		INC280	INC280	CAPMATINIB	chembl:CHEMBL3188267	0.08	25971938
IL17RC	IL17RC	84818	NCI		IL-17	IL-17				16785495
ATG4B	ATG4B	23192	DTC		GNF-PF-4085	GNF-PF-4085	CHEMBL528181	chembl:CHEMBL528181	0.7	
BACE1	23621	23621	GuideToPharmacology	inhibitor	252166609	COMPOUND 13 [PMID: 23412139]				
GRM1	2911	2911	GuideToPharmacology	allosteric modulator	178102960	COMPOUND 2F [PMID: 17532216]				
CAMK2B	CAMK2B	816	DTC		GSK-269962A	GSK-269962A	GSK-269962A	chembl:CHEMBL220241	0.07	
MET	C-MET	4233	TALC	inhibitor	BMS777607	BMS777607				
JAK1	Janus kinase 1	3716	TTD		Tricyclic compound 1	Tricyclic compound 1				
HRH1	HRH1	3269	DTC		DOXEPIN	DOXEPIN	DOXEPIN	chembl:CHEMBL1628227	0.34	22007643
KCNJ11	Q14654	3767	TEND		THIAMYLAL	THIAMYLAL	THIAMYLAL	chembl:CHEMBL440	2.74	
GLS	GLS	2744	DTC		ISOTHYMONIN	ISOTHYMONIN	ISOTHYMONIN	chembl:CHEMBL463563	0.09	
PRL	PRL	5617	NCI		ESTRONE-SULFATE	ESTRONE-SULFATE				3734040
ADORA2B	136	136	GuideToPharmacology	antagonist	135650653	MRS1754				
CHRM5	CHRM5	1133	DTC		PIPERTRAMINE AMIDE	PIPERTRAMINE AMIDE	PIPERTRAMINE AMIDE	chembl:CHEMBL130835	0.2	
IL23A	IL23A	51561	FDA		Ustekinumab	Ustekinumab	USTEKINUMAB	chembl:CHEMBL1201835	6.37	
ESR1	Estrogen receptor	2099	TTD		Afimoxifene	Afimoxifene	AFIMOXIFENE	chembl:CHEMBL2137046	0.15	
	Proteasome beta-10		TTD		Peptide analog 38	Peptide analog 38				
RPS6KB1	RPS6KB1	6198	DTC		SOTRASTAURIN	SOTRASTAURIN	SOTRASTAURIN	chembl:CHEMBL565612	0.03	
GABRA3	P34903	2556	TEND		LORAZEPAM	LORAZEPAM	LORAZEPAM	chembl:CHEMBL580	0.1	
ADRB1	Adrenergic receptor beta-1	153	TTD		Atenolol	Atenolol	ATENOLOL	chembl:CHEMBL24	0.61	
GMNN	GMNN	51053	DTC		TCMDC-123650	TCMDC-123650	CHEMBL580727	chembl:CHEMBL580727	0.02	
PDE10A	Phosphodiesterase 10A	10846	TTD		Pyrido[1,2,4]triazolo[4,3-a]pyrazine derivative 2	Pyrido[1,2,4]triazolo[4,3-a]pyrazine derivative 2				
PIK3CA	PIK3CA	5290	JAX-CKB		Selumetinib	Selumetinib	SELUMETINIB	chembl:CHEMBL1614701	0.08	26272063,22271687,24939055,21358673,26232337,26137449
GABRG3	Q99928	2567	TEND		PRAZEPAM	PRAZEPAM	PRAZEPAM	chembl:CHEMBL969	0.16	
BCHE	P06276	590	TEND		RIVASTIGMINE	RIVASTIGMINE	RIVASTIGMINE	chembl:CHEMBL636	15.91	
ADCYAP1	ADCYAP1	116	NCI		STREPTOZOTOCIN	STREPTOZOTOCIN	STREPTOZOCIN	chembl:CHEMBL1651906	1.38	9864055
IGF1R	3480	3480	GuideToPharmacology	inhibitor	328083488	BMS-536924	CHEMBL401930	chembl:CHEMBL401930	0.84	
USP2	USP2	9099	DTC		CALMIDAZOLIUM CHLORIDE	CALMIDAZOLIUM CHLORIDE	CALMIDAZOLIUM CHLORIDE	chembl:CHEMBL1208858	0.12	
SENP8	SENP8	123228	DTC		N-DEACETYLCOLCHICEINE	N-DEACETYLCOLCHICEINE	CHEMBL517186	chembl:CHEMBL517186	1.59	
MET	MET	4233	MyCancerGenome	inhibitor	INCB028060	INCB028060	CAPMATINIB	chembl:CHEMBL3188267	2.48	
ADRB1	ADRB1	153	DTC		ATENOLOL	ATENOLOL	ATENOLOL	chembl:CHEMBL24	0.61	2903243
KDM4A	KDM4A	9682	DTC		DNDI1417776	DNDI1417776	CHEMBL1585652	chembl:CHEMBL1585652	0.05	
CYP26A1	O43174	1592	TdgClinicalTrial		LIAROZOLE	LIAROZOLE	LIAROZOLE	chembl:CHEMBL389433	21.22	
PIK3CA	PIK3CA	5290	JAX-CKB		GSK2126458	GSK2126458	OMIPALISIB	chembl:CHEMBL1236962	0.13	26603258
CCR4	C-C chemokine receptor type 4	1233	TTD		AZD-1678	AZD-1678				
RECQL	RECQL	5965	DTC		GNF-PF-5114	GNF-PF-5114	CHEMBL601952	chembl:CHEMBL601952	0.04	
NTRK3	NTRK3	4916	NCI		IFN	IFN				15875206
NPR3	4883	4883	GuideToPharmacology	agonist	178101592	CANF4-23				
BACE2	25825	25825	GuideToPharmacology	inhibitor	354702292	RO5508887				
MTOR	MTOR	2475	DTC		IDAZOXAN	IDAZOXAN	IDAZOXAN	chembl:CHEMBL10316	0.08	
HDAC3	8841	8841	GuideToPharmacology	inhibitor	187051793	GIVINOSTAT	GIVINOSTAT	chembl:CHEMBL1213492	0.38	
CYP2C9	CYP2C9	1559	DTC		7,8,2'-TRIHYDROXYFLAVONE	7,8,2'-TRIHYDROXYFLAVONE	CHEMBL244707	chembl:CHEMBL244707	0.01	
SLCO1B1	SLCO1B1	10599	PharmGKB		cerivastatin	cerivastatin	CERIVASTATIN	chembl:CHEMBL1477	0.6	15970799
AQP9	AQP9	366	NCI		TESTOSTERONE	TESTOSTERONE	TESTOSTERONE	chembl:CHEMBL386630	0.88	12021052,12002438
FABP5	Fatty acid-binding protein 5	2171	TTD		PMID27109571-Compound-16	PMID27109571-Compound-16				
P2RY2	P2RY2	5029	NCI		ATRA	ATRA	TRETINOIN	chembl:CHEMBL38	0.43	18404486
TOP2A	TOP2A	7153	DTC		CARINATIN G	CARINATIN G	CARINATIN G	chembl:CHEMBL2332131	0.8	
ESR1	ESR1	2099	DTC		PYROGALLOL	PYROGALLOL	PYROGALLOL	chembl:CHEMBL307145	0.02	
AVPR1A	P37288	552	TdgClinicalTrial		VASOPRESSIN	VASOPRESSIN	VASOPRESSIN	chembl:CHEMBL373742	1.4	
CYP2D6	CYP2D6	1565	DTC		SOTALOL	SOTALOL	SOTALOL	chembl:CHEMBL471	0.02	22931300
GCGR	Glucagon receptor	2642	TTD		Spiroimidazolone derivative 7	Spiroimidazolone derivative 7				
TLR5	TLR5	7100	PharmGKB		Tumor necrosis factor alpha (TNF-alpha) inhibitors	Tumor necrosis factor alpha (TNF-alpha) inhibitors				28139755
NTSR1	4923	4923	GuideToPharmacology	agonist	135652603	THR10CONTULAKIN-G				
	MHC class II antigen DR		TTD		Apolizumab	Apolizumab	APOLIZUMAB	chembl:CHEMBL2108252		
GMNN	GMNN	51053	DTC		GR-4661	GR-4661	CHEMBL344127	chembl:CHEMBL344127	0.04	
ADORA2A	Adenosine A2a receptor	135	TTD		AB928	AB928	AB-928	chembl:CHEMBL4297857	0.61	
MARK4	MARK4	57787	DTC		JNJ-7706621	JNJ-7706621	JNJ-7706621	chembl:CHEMBL191003	0.2	
NOTCH2	NOTCH2	4853	MyCancerGenome	inhibitor	MK0752	MK0752				
NFKB1	NFKB1	4790	DTC		PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	PROMETHAZINE HYDROCHLORIDE	chembl:CHEMBL1200750	0.09	
EGFR	EGFR	1956	CIViC		MULTIKINASE INHIBITOR AEE788	MULTIKINASE INHIBITOR AEE788				18227510,19147750
GMNN	GMNN	51053	DTC		FLUNARIZINE HYDROCHLORIDE	FLUNARIZINE HYDROCHLORIDE	FLUNARIZINE HYDROCHLORIDE	chembl:CHEMBL552659	0.07	
EHMT2	EHMT2	10919	DTC		NORDEXFENFLURAMINE	NORDEXFENFLURAMINE	NORDEXFENFLURAMINE	chembl:CHEMBL253811	0.07	
RAB9A	RAB9A	9367	DTC		TCMDC-125321	TCMDC-125321	CHEMBL587449	chembl:CHEMBL587449	0.15	
BRCA1	BRCA1	672	DTC		TCMDC-124327	TCMDC-124327	CHEMBL581929	chembl:CHEMBL581929	0.11	
CYP3A4	CYP3A4	1576	DTC		OLEOYL DOPAMINE	OLEOYL DOPAMINE	OLEOYL DOPAMINE	chembl:CHEMBL250711	0.0	
BTK	695	695	GuideToPharmacology	inhibitor	249565818	COMPOUND 2C [PMID: 24900538]				
C5	Complement C5	727	TTD		IFX-1	IFX-1				
IL24	Interleukin-24	11009	TTD		INGN-241	INGN-241				
HSPB2	HSPB2	3316	NCI		PROTEASOME INHIBITOR	PROTEASOME INHIBITOR				15004512
CYP1A2	CYP1A2	1544	DTC		PIROXICAM	PIROXICAM	PIROXICAM	chembl:CHEMBL527	0.02	22931300
MAPT	MAPT	4137	DTC		PICEATANNOL	PICEATANNOL	PICEATANNOL	chembl:CHEMBL69863	0.01	
CYP2D6	CYP2D6	1565	DTC		NIACIN	NIACIN	NIACIN	chembl:CHEMBL573	0.02	22931300
HTR1D	3352	3352	GuideToPharmacology	antagonist	135650584	METHIOTHEPIN	METITEPINE	chembl:CHEMBL93240	0.05	
PIK3CA	5290	5290	GuideToPharmacology	inhibitor	404859149	COMPOUND 15A [PMID: 32069401]				
FLT1	FLT1	2321	DTC		DNDI1417467	DNDI1417467	CHEMBL1997335	chembl:CHEMBL1997335	0.02	
NTF3	NTF3	4908	NCI		INSULIN	INSULIN	INSULIN	chembl:CHEMBL1201631	0.16	10521479
GBA	GBA	2629	DTC		GENISTEIN	GENISTEIN	GENISTEIN	chembl:CHEMBL44	0.04	
PKM	PKM	5315	DTC		GNF-PF-1919	GNF-PF-1919	CHEMBL576409	chembl:CHEMBL576409	0.09	
MUC16	Ovarian carcinoma antigen CA125	94025	TTD		DMUC-5754A	DMUC-5754A	SOFITUZUMAB VEDOTIN	chembl:CHEMBL3545372	7.96	
VDR	VDR	7421	DTC		Z-PRO-PROLINAL	Z-PRO-PROLINAL	Z-PRO-PROLINAL	chembl:CHEMBL79993	0.03	
KLRC1	NKG2-A/B-activating NK receptor	3821	TTD		Monalizumab	Monalizumab	MONALIZUMAB	chembl:CHEMBL4297787	127.3	
IDH1	IDH1	3417	DTC		CICLOPIROX OLAMINE	CICLOPIROX OLAMINE	CICLOPIROX OLAMINE	chembl:CHEMBL242580	0.03	
ABCB1	ABCB1	5243	PharmGKB		Drugs For Treatment Of Tuberculosis	Drugs For Treatment Of Tuberculosis				19686464,22162992,29036176
CYP3A4	CYP3A4	1576	DTC		PIOGLITAZONE HYDROCHLORIDE	PIOGLITAZONE HYDROCHLORIDE	PIOGLITAZONE HYDROCHLORIDE	chembl:CHEMBL1715	0.02	
SMN1	SMN1	6606	DTC		GNF-PF-1000	GNF-PF-1000	CHEMBL600554	chembl:CHEMBL600554	0.12	
PLA2G4A	P47712	5321	TEND		FLURANDRENOLIDE	FLURANDRENOLIDE	FLURANDRENOLIDE	chembl:CHEMBL1201012	2.36	
GLS	GLS	2744	DTC		DAPHNORIN	DAPHNORIN	DAPHNORIN	chembl:CHEMBL1209491	0.13	
PIK3CD	PIK3CD	5293	ChemblInteractions	inhibitor	CHEMBL2165191	AZD-6482	AZD-6482	chembl:CHEMBL2165191	0.17	
KIT	Tyrosine-protein kinase Kit	3815	TTD		Ponatinib	Ponatinib	PONATINIB	chembl:CHEMBL1171837	0.43	
MMP7	4316	4316	GuideToPharmacology	inhibitor	252166768	RS 39066				
CXCL8	CXCL8	3576	DTC		HEPTACHLOR	HEPTACHLOR	HEPTACHLOR	chembl:CHEMBL194400	0.38	
FNTB	2342	2342	GuideToPharmacology	inhibitor	249565706	BMS-214662	BMS-214662	chembl:CHEMBL351706	12.73	
MGMT	MGMT	4255	NCI		CDDP	CDDP	CISPLATIN	chembl:CHEMBL11359	0.07	16043385
PTGER1	P34995	5731	TEND		ALPROSTADIL	ALPROSTADIL	ALPROSTADIL	chembl:CHEMBL495	2.12	
TSHR	TSHR	7253	DTC		ICI-199,441	ICI-199,441	ICI-199,441	chembl:CHEMBL38576	0.14	
CHRM1	1128	1128	GuideToPharmacology	allosteric modulator	252166750	BENZOQUINAZOLINONE 12				
HRH1	Histamine H1 receptor	3269	TTD		RUPATADINE	RUPATADINE	RUPATADINE	chembl:CHEMBL91397	0.61	
CHRNA4	NACRA4	1137	ChemblInteractions	agonist	CHEMBL111659	ALTINICLINE	ALTINICLINE	chembl:CHEMBL111659	0.78	
PTK2	PTK2	5747	DTC		GW843682X	GW843682X	GW843682X	chembl:CHEMBL514499	0.06	
SMN2	SMN2	6607	DTC		NABUMETONE	NABUMETONE	NABUMETONE	chembl:CHEMBL1070	0.07	
DRD2	1813	1813	GuideToPharmacology	agonist	135652674	CABERGOLINE	CABERGOLINE	chembl:CHEMBL1201087	0.36	
TACR3	6870	6870	GuideToPharmacology	antagonist	135652174	GR138676				
CHN2	CHN2	1124	PharmGKB		fluorouracil	fluorouracil	FLUOROURACIL	chembl:CHEMBL185	1.21	24444404
TDO2	Tryptophan 2,3-dioxygenase	6999	TTD		2,3-diamino-benzo[b]thiophene derivative 4	2,3-diamino-benzo[b]thiophene derivative 4				
MAOB	4129	4129	GuideToPharmacology	inhibitor	178103254	RASAGILINE	RASAGILINE	chembl:CHEMBL887	8.8	
HTR2A	3356	3356	GuideToPharmacology	antagonist	135651367	ZOTEPINE	ZOTEPINE	chembl:CHEMBL285802	0.06	
F2RL1	2150	2150	GuideToPharmacology	antagonist	381744949	I-191				
SFTPA1	SFTPA1	653509	NCI		IL-1RA	IL-1RA	ANAKINRA	chembl:CHEMBL1201570	1.99	8996657
PIK3CA	PIK3CA	5290	NCI		SELECTIVE ESTROGEN RECEPTOR MODULATOR	SELECTIVE ESTROGEN RECEPTOR MODULATOR				11901050
MAP2K3	MAP2K3	5606	MyCancerGenomeClinicalTrial	inhibitor	DABRAFENIB MESYLATE	DABRAFENIB MESYLATE				
CYP19A1	CYP19A1	1588	PharmGKB		docetaxel	docetaxel	DOCETAXEL	chembl:CHEMBL92	0.02	
ABCB1	ABCB1	5243	DTC		DELAVIRDINE	DELAVIRDINE	DELAVIRDINE	chembl:CHEMBL593	0.11	21189339
EEF2K	Eukaryotic elongation factor 2 kinase	29904	TTD		Lapatinib	Lapatinib	LAPATINIB	chembl:CHEMBL554	2.36	
KDR	FLK1	3791	ChemblInteractions	inhibitor	CHEMBL608533	MIDOSTAURIN	MIDOSTAURIN	chembl:CHEMBL608533	0.06	
CYP2C19	CYP2C19	1557	DTC		NOSCAPINE	NOSCAPINE	NOSCAPINE	chembl:CHEMBL364713	0.03	
GLP2R	Glucagon-like peptide 2 receptor	9340	TTD		Elsiglutide	Elsiglutide	ELSIGLUTIDE	chembl:CHEMBL2108318	42.43	
	Opioid receptor mu		TTD		GSK1521498	GSK1521498	GSK-1521498	chembl:CHEMBL4297383		
CDK19	CDC2L6	23097	ChemblInteractions	inhibitor	CHEMBL3544942	Roniciclib	RONICICLIB	chembl:CHEMBL3544942	0.29	
RXRA	6256	6256	GuideToPharmacology	antagonist	249565759	HX 531				
IDH1	IDH1	3417	DTC		CALANOLIDE A	CALANOLIDE A	CALANOLIDE A	chembl:CHEMBL270362	0.05	
CYP2C9	CYP2C9	1559	DTC		GNF-PF-3537	GNF-PF-3537	CHEMBL601110	chembl:CHEMBL601110	0.02	
HSD17B10	HSD17B10	3028	DTC		7,4'-DIHYDROXYFLAVONE	7,4'-DIHYDROXYFLAVONE	CHEMBL294878	chembl:CHEMBL294878	0.15	
PTEN	PTEN	5728	JAX-CKB		GSK2334470	GSK2334470	CHEMBL1765740	chembl:CHEMBL1765740	0.22	28178345
ALK	ALK tyrosine kinase receptor	238	TTD		TSR-011	TSR-011				
MAOA	Monoamine oxidase type A	4128	TTD		IncarviatoneA	IncarviatoneA				
HDAC9	HDAC9	9734	MyCancerGenome	inhibitor	ROMIDEPSIN	ROMIDEPSIN	ROMIDEPSIN	chembl:CHEMBL343448	0.3	
MAPT	MAPT	4137	DTC		ZK-164015	ZK-164015	CHEMBL184074	chembl:CHEMBL184074	0.04	
PDE5A	O76074	8654	TdgClinicalTrial		AVANAFIL	AVANAFIL	AVANAFIL	chembl:CHEMBL1963681	10.61	
BAX	BAX	581	NCI		SULFORAPHANE	SULFORAPHANE	SULFORAPHANE	chembl:CHEMBL48802	0.38	15753404
GLP1R	GLP1R	2740	DTC		RAC-GONIOTHALAMIN	RAC-GONIOTHALAMIN	CHEMBL1170485	chembl:CHEMBL1170485	0.07	
MTNR1A	4543	4543	GuideToPharmacology	agonist	252166501	AAE-M-PBP-AMINE				
INSRR	INSRR	3645	DTC	inhibitor	HESPERADIN	HESPERADIN	HESPERADIN	chembl:CHEMBL514409	0.8	19035792
AGTR1	P30556	185	TdgClinicalTrial		VALSARTAN	VALSARTAN	VALSARTAN	chembl:CHEMBL1069	7.14	
CYP2D6	CYP2D6	1565	DTC		EMODIN	EMODIN	EMODIN	chembl:CHEMBL289277	0.0	
SMO	Smoothened homolog	6608	TTD		PF-04449913	PF-04449913	GLASDEGIB	chembl:CHEMBL2043437	9.79	
CBX1	CBX1	10951	DTC		CLOFAZIMINE	CLOFAZIMINE	CLOFAZIMINE	chembl:CHEMBL1292	0.07	
SLC22A2	SLC22A2	6582	PharmGKB		cisplatin	cisplatin	CISPLATIN	chembl:CHEMBL11359	0.44	21902499,28448657,27457817,22223530,25823781
ERBB3	ERBB3	2065	MyCancerGenomeClinicalTrial	inhibitor	DACOMITINIB	DACOMITINIB	DACOMITINIB	chembl:CHEMBL2105719	0.85	
PRKCG	PRKCG	5582	DTC		LAUROGUADINE	LAUROGUADINE	LAUROGUADINE	chembl:CHEMBL1980715	0.09	
MET	P08581	4233	TdgClinicalTrial		METMAB	METMAB	ONARTUZUMAB	chembl:CHEMBL1743051	3.5	
CNR1	1268	1268	GuideToPharmacology	antagonist	252166905	TM-38837				
FKBP1A	P62942	2280	TEND		SIROLIMUS	SIROLIMUS	SIROLIMUS	chembl:CHEMBL413	0.81	
PDCD1	Programmed cell death protein 1	5133	TTD		INCSHR1210	INCSHR1210				
IL17A	Interleukin-17	3605	TTD		COVA322	COVA322				
JAK2	Janus kinase 2	3717	TTD		Aromatic bicyclic compound 4	Aromatic bicyclic compound 4				
